abdómen	1876	259	720	0.3597222222222222
abdómen	1877	248	796	0.31155778894472363
abdómen	1878	118	320	0.36875
abdómen	1879	185	619	0.2988691437802908
abdómen	1880	87	222	0.3918918918918919
abdómen	1881	776	1198	0.6477462437395659
abdómen	1882	179	380	0.4710526315789474
abdómen	1883	191	424	0.45047169811320753
abdómen	1884	277	947	0.2925026399155227
abdómen	1885	248	356	0.6966292134831461
abdómen	1886	46	199	0.23115577889447236
abdómen	1887	114	697	0.16355810616929697
abdómen	1888	73	307	0.23778501628664495
abdómen	1889	67	377	0.17771883289124668
abdómen	1890	46	1048	0.04389312977099236
abdómen	1891	102	649	0.15716486902927582
abdómen	1892	309	707	0.43705799151343705
abdómen	1893	150	1178	0.1273344651952462
abdómen	1894	59	554	0.10649819494584838
abdómen	1895	28	400	0.07
abdómen	1896	5	309	0.016181229773462782
abdómen	1897	15	641	0.0234009360374415
abdómen	1898	67	595	0.11260504201680673
abdómen	1899	27	681	0.039647577092511016
abdómen	1900	29	594	0.04882154882154882
álguien	1876	242	720	0.33611111111111114
álguien	1877	154	584	0.2636986301369863
álguien	1878	149	674	0.22106824925816024
álguien	1879	222	823	0.26974483596597815
álguien	1880	210	603	0.3482587064676617
álguien	1881	212	784	0.27040816326530615
álguien	1882	220	833	0.26410564225690275
álguien	1883	239	959	0.2492179353493222
álguien	1884	157	824	0.19053398058252427
álguien	1885	126	822	0.15328467153284672
álguien	1886	147	835	0.17604790419161676
álguien	1887	163	1013	0.16090819348469892
álguien	1888	130	831	0.15643802647412755
álguien	1889	105	1125	0.09333333333333334
álguien	1890	57	1037	0.054966248794599805
álguien	1891	56	839	0.066746126340882
álguien	1892	98	1162	0.08433734939759036
álguien	1893	74	943	0.0784729586426299
álguien	1894	60	971	0.061791967044284246
álguien	1895	36	1064	0.03383458646616541
álguien	1896	94	969	0.09700722394220847
álguien	1897	85	1031	0.08244422890397672
álguien	1898	69	1074	0.06424581005586592
álguien	1899	80	1556	0.05141388174807198
álguien	1900	102	2074	0.04918032786885246
Cármen	1876	451	1095	0.41187214611872147
Cármen	1877	544	1261	0.4314036478984933
Cármen	1878	775	1564	0.4955242966751918
Cármen	1879	662	1632	0.4056372549019608
Cármen	1880	815	1620	0.5030864197530864
Cármen	1881	1027	1819	0.5645959318306762
Cármen	1882	723	1889	0.38274219163578616
Cármen	1883	718	1630	0.4404907975460123
Cármen	1884	762	2367	0.32192648922686945
Cármen	1885	484	1888	0.2563559322033898
Cármen	1886	869	2518	0.34511517077045273
Cármen	1887	572	2318	0.24676445211389128
Cármen	1888	519	2694	0.19265033407572382
Cármen	1889	475	2579	0.18417991469561845
Cármen	1890	595	3183	0.18693056864593152
Cármen	1891	318	1775	0.1791549295774648
Cármen	1892	302	2038	0.1481844946025515
Cármen	1893	215	1677	0.1282051282051282
Cármen	1894	213	1641	0.12979890310786105
Cármen	1895	227	2068	0.10976789168278529
Cármen	1896	280	2097	0.1335240820219361
Cármen	1897	314	2119	0.14818310523831996
Cármen	1898	227	1915	0.1185378590078329
Cármen	1899	227	1982	0.11453077699293643
Cármen	1900	235	2610	0.09003831417624521
certámen	1876	165	338	0.4881656804733728
certámen	1877	135	309	0.4368932038834951
certámen	1878	324	480	0.675
certámen	1879	139	272	0.5110294117647058
certámen	1880	194	290	0.6689655172413793
certámen	1881	353	524	0.6736641221374046
certámen	1882	142	395	0.3594936708860759
certámen	1883	266	534	0.49812734082397003
certámen	1884	230	507	0.4536489151873767
certámen	1885	247	606	0.4075907590759076
certámen	1886	209	511	0.4090019569471624
certámen	1887	51	432	0.11805555555555555
certámen	1888	87	504	0.17261904761904762
certámen	1889	77	506	0.15217391304347827
certámen	1890	74	495	0.1494949494949495
certámen	1891	43	302	0.1423841059602649
certámen	1892	54	439	0.12300683371298406
certámen	1893	193	587	0.3287904599659284
certámen	1894	53	455	0.11648351648351649
certámen	1895	72	522	0.13793103448275862
certámen	1896	71	324	0.2191358024691358
certámen	1897	125	409	0.3056234718826406
certámen	1898	42	403	0.10421836228287841
certámen	1899	62	362	0.1712707182320442
certámen	1900	95	570	0.16666666666666666
cólon	1876	38	74	0.5135135135135135
cólon	1877	3	94	0.031914893617021274
cólon	1878	4	31	0.12903225806451613
cólon	1879	16	487	0.03285420944558522
cólon	1880	2	21	0.09523809523809523
cólon	1881	51	87	0.5862068965517241
cólon	1882	6	41	0.14634146341463414
cólon	1883	15	62	0.24193548387096775
cólon	1884	20	39	0.5128205128205128
cólon	1885	17	75	0.22666666666666666
cólon	1886	2	45	0.044444444444444446
cólon	1887	20	124	0.16129032258064516
cólon	1888	20	54	0.37037037037037035
cólon	1889	21	59	0.3559322033898305
cólon	1890	39	588	0.0663265306122449
cólon	1891	69	82	0.8414634146341463
cólon	1892	18	120	0.15
cólon	1893	3	68	0.04411764705882353
cólon	1894	3	237	0.012658227848101266
cólon	1895	3	362	0.008287292817679558
cólon	1896	1	94	0.010638297872340425
cólon	1897	14	218	0.06422018348623854
cólon	1898	6	303	0.019801980198019802
cólon	1899	2	171	0.011695906432748537
cólon	1900	3	198	0.015151515151515152
crímen	1876	637	4780	0.13326359832635984
crímen	1877	615	4871	0.12625744200369535
crímen	1878	635	4178	0.15198659645763524
crímen	1879	668	3439	0.19424251235824366
crímen	1880	907	4016	0.22584661354581673
crímen	1881	780	4036	0.19326065411298315
crímen	1882	739	3706	0.1994063680518079
crímen	1883	558	4445	0.12553430821147357
crímen	1884	625	4103	0.15232756519619792
crímen	1885	445	3205	0.13884555382215288
crímen	1886	840	3641	0.23070585004119748
