awaked_VERB	1769	627	2863	0.2190010478519036	375	1614	0.23234200743494424
awaked_VERB	1784	1209	6527	0.18523058066493028	704	3505	0.20085592011412268
awaked_VERB	1799	3247	22787	0.14249352701101506	1891	10471	0.1805940215834209
awaked_VERB	1814	5034	46923	0.10728214308548047	3099	20663	0.1499782219426027
awaked_VERB	1829	4918	84233	0.05838566832476583	3418	33498	0.10203594244432504
awaked_VERB	1844	6209	134258	0.04624677859047505	4240	51088	0.0829940494832446
awaked_VERB	1859	4989	117514	0.042454516057661214	3306	48658	0.0679436063956595
awaked_VERB	1874	5859	152661	0.03837915381138601	4079	66847	0.06101994105943423
awaked_VERB	1889	7652	215160	0.03556423126975274	5356	93655	0.057188617799370026
awaked_VERB	1904	6906	228085	0.03027818576407918	4767	105593	0.045145038023353824
awaked_VERB	1919	4338	170032	0.025512844641008753	2954	82630	0.03574972770180322
awaked_VERB	1934	2720	128851	0.0211096537861561	1795	63407	0.028309177220180736
awaked_VERB	1949	3370	179834	0.018739504209437593	2297	91705	0.025047707322392455
awaked_VERB	1964	5016	309155	0.016224871019391567	3548	162900	0.02178023327194598
awaked_VERB	1979	4102	439893	0.009324994941951792	2827	217628	0.012990056426562759
awaked_VERB	1994	16961	1239210	0.013686945715415467	11476	568522	0.02018567443300347
blowed_VERB	1769	74	4662	0.015873015873015872	57	1839	0.03099510603588907
blowed_VERB	1784	144	8461	0.01701926486230942	83	3645	0.022770919067215362
blowed_VERB	1799	167	23944	0.00697460741730705	157	10208	0.015380094043887148
blowed_VERB	1814	317	48173	0.006580449629460486	268	19434	0.01379026448492333
blowed_VERB	1829	577	72005	0.008013332407471704	425	29488	0.014412642430819316
blowed_VERB	1844	1003	111339	0.00900852351826404	755	43424	0.017386698599852615
blowed_VERB	1859	1292	115924	0.011145233083744523	1013	45876	0.02208126253378673
blowed_VERB	1874	1888	159916	0.011806198254083394	1353	67049	0.02017927187579233
blowed_VERB	1889	3461	260785	0.01327146883448051	2513	103904	0.024185786880197103
blowed_VERB	1904	4139	326812	0.012664773631323208	2950	128098	0.023029243235647708
blowed_VERB	1919	3458	295888	0.011686854485480992	2401	113412	0.021170599231121925
blowed_VERB	1934	2809	299190	0.009388682776830776	1924	103861	0.01852475905296502
blowed_VERB	1949	3399	402160	0.008451859956236324	2179	152237	0.01431320900963629
blowed_VERB	1964	5083	627192	0.008104376331330756	3319	264370	0.012554374550818929
blowed_VERB	1979	7002	993446	0.007048193862575319	4585	388771	0.011793575138063282
blowed_VERB	1994	16986	2479817	0.00684969898988514	11671	948376	0.012306300454671987
burned_VERB	1769	3254	10588	0.3073290517567057	897	2619	0.3424971363115693
burned_VERB	1784	7427	19447	0.3819098061397645	1973	5097	0.3870904453600157
burned_VERB	1799	22013	61701	0.3567689340529327	5799	14163	0.4094471510273247
burned_VERB	1814	37263	107502	0.3466261092816878	11291	26419	0.4273818085468791
burned_VERB	1829	72060	163699	0.44019816858991195	18960	40137	0.4723820913371702
burned_VERB	1844	139313	266033	0.523668116361504	31046	60409	0.5139300435365591
burned_VERB	1859	154720	269751	0.573565992341085	32726	61976	0.5280431134632761
burned_VERB	1874	242893	388633	0.6249932455555756	49684	89406	0.5557121445987965
burned_VERB	1889	377750	544108	0.6942555522065472	78216	128372	0.6092917458635839
burned_VERB	1904	480241	652331	0.7361922091698846	101219	156538	0.6466097688740114
burned_VERB	1919	375590	503644	0.7457450103644638	84070	128971	0.6518519667212009
burned_VERB	1934	358106	447954	0.7994258339025883	76637	109782	0.698083474522235
burned_VERB	1949	475242	617613	0.7694818599997085	112793	164864	0.6841578513198758
burned_VERB	1964	785010	1034541	0.7588002795442617	208586	303376	0.6875494435947471
burned_VERB	1979	1177114	1432707	0.8216013462627041	302461	411544	0.7349420718076317
burned_VERB	1994	2822326	3420217	0.8251891619742256	718036	968238	0.7415903940973191
catched_VERB	1769	704	6076	0.11586570111915734	466	2210	0.21085972850678733
catched_VERB	1784	884	14744	0.059956592512208355	524	3992	0.1312625250501002
catched_VERB	1799	1708	42821	0.039886971345834986	1033	10632	0.09715951843491347
catched_VERB	1814	2328	81477	0.028572480577340846	1570	19276	0.08144843328491388
catched_VERB	1829	1936	139429	0.013885203221711408	1289	27805	0.04635856860276929
catched_VERB	1844	2117	220064	0.009619928748000581	1497	41356	0.03619789147886643
catched_VERB	1859	1780	279813	0.006361391357799674	1188	45525	0.02609555189456343
catched_VERB	1874	1930	430839	0.004479631602524377	1457	68440	0.021288720046756283
catched_VERB	1889	3182	697984	0.00455884375573079	2153	101839	0.021141213091251877
catched_VERB	1904	3173	890933	0.0035614350349577354	1915	130208	0.014707237650528386
catched_VERB	1919	2331	802905	0.0029032077269415435	1486	115055	0.01291556212246317
catched_VERB	1934	1523	753329	0.0020216930451369855	935	102983	0.009079168406436014
catched_VERB	1949	2058	1143272	0.0018000965649469243	1383	168579	0.008203868809282295
catched_VERB	1964	3860	2026044	0.0019051906079038756	2488	346699	0.007176253753255706
catched_VERB	1979	4002	3570123	0.001120969781713403	2356	514092	0.004582837313165737
catched_VERB	1994	10410	8917685	0.0011673433183612115	6655	1163312	0.005720735279959289
cleaved_VERB	1769	65	137	0.4744525547445255	58	124	0.46774193548387094
cleaved_VERB	1784	98	282	0.3475177304964539	81	227	0.3568281938325991
cleaved_VERB	1799	389	974	0.3993839835728953	319	742	0.4299191374663073
cleaved_VERB	1814	827	2051	0.40321794246708925	552	1411	0.39121190644932674
cleaved_VERB	1829	1087	2675	0.4063551401869159	919	2264	0.40591872791519434
cleaved_VERB	1844	1703	4835	0.35222337125129266	1390	3997	0.3477608206154616
cleaved_VERB	1859	1392	4474	0.31113097898971837	1144	3627	0.3154121863799283
cleaved_VERB	1874	1785	5538	0.32231852654387866	1432	4657	0.30749409491088686
cleaved_VERB	1889	2045	7153	0.28589403047672307	1610	5891	0.27329825157019183
cleaved_VERB	1904	2406	7573	0.3177076455829922	1823	6132	0.2972928897586432
cleaved_VERB	1919	1861	5771	0.32247444117137414	1533	4780	0.3207112970711297
cleaved_VERB	1934	2416	4753	0.5083105407111298	1524	3581	0.4255794470818207
cleaved_VERB	1949	6598	9603	0.6870769551181922	3563	6162	0.5782213567023694
cleaved_VERB	1964	26573	31264	0.8499552200614124	10270	14299	0.7182320441988951
cleaved_VERB	1979	76137	81796	0.9308156878086948	22250	26472	0.840510728316712
cleaved_VERB	1994	121044	137585	0.8797761383871788	42409	55391	0.7656297954541351
climbed_VERB	1769	394	398	0.9899497487437185	277	280	0.9892857142857143
climbed_VERB	1784	1083	1091	0.9926672777268561	682	689	0.9898403483309144
climbed_VERB	1799	3099	3140	0.9869426751592356	1939	1974	0.9822695035460993
climbed_VERB	1814	6823	6903	0.988410835868463	4054	4105	0.9875761266747869
climbed_VERB	1829	12169	12459	0.9767236535837547	6731	6957	0.9675147333620814
climbed_VERB	1844	25087	25691	0.9764898213382118	12305	12783	0.962606586873191
climbed_VERB	1859	34814	35599	0.9779488187870445	15254	15903	0.9591900899201409
climbed_VERB	1874	62792	63627	0.9868766404199475	25714	26383	0.974642762384869
climbed_VERB	1889	123542	124920	0.9889689401216779	44824	45887	0.9768343975417875
climbed_VERB	1904	179406	180605	0.9933612026245121	57146	58014	0.9850380942531113
climbed_VERB	1919	183812	184649	0.9954670753700263	53158	53769	0.9886365749781473
climbed_VERB	1934	207266	207861	0.9971375101630416	49531	49952	0.9915719090326713
climbed_VERB	1949	309473	310391	0.9970424400192016	77051	77597	0.9929636455017591
climbed_VERB	1964	463069	464068	0.997847298240775	139472	140178	0.9949635463482144
climbed_VERB	1979	879868	880732	0.9990189978336202	221638	222113	0.9978614489021354
climbed_VERB	1994	2224255	2227322	0.9986230100542266	525399	527316	0.996364608697631
