eraese	1850	75	352	0.20318021201413428
eraese	1851	119	434	0.2534562211981567
eraese	1852	83	335	0.233387358184765
eraese	1853	69	340	0.19166666666666668
eraese	1854	64	217	0.31797235023041476
eraese	1855	59	281	0.22770199370409233
eraese	1856	96	287	0.3438202247191011
eraese	1857	76	367	0.19397363465160075
eraese	1858	79	403	0.1932059447983015
eraese	1859	62	318	0.18421052631578946
eraese	1860	92	386	0.2540322580645161
eraese	1861	67	342	0.18855218855218855
eraese	1862	96	474	0.16209476309226933
eraese	1863	146	476	0.2857142857142857
eraese	1864	159	562	0.268361581920904
eraese	1865	143	492	0.3033419023136247
eraese	1866	119	424	0.28314606741573034
eraese	1867	166	486	0.356234096692112
eraese	1868	118	334	0.36129032258064514
eraese	1869	192	505	0.3674540682414698
eraese	1870	169	533	0.34332425068119893
eraese	1871	144	292	0.493491124260355
eraese	1872	125	323	0.3806646525679758
eraese	1873	107	305	0.32138114209827356
eraese	1874	132	406	0.33832976445396146
eraese	1875	105	426	0.24379232505643342
eraese	1876	131	487	0.2602040816326531
eraese	1877	107	394	0.22520661157024793
eraese	1878	119	419	0.31263858093126384
eraese	1879	136	338	0.4135090609555189
eraese	1880	150	389	0.39918533604887985
eraese	1881	120	385	0.3353413654618474
eraese	1882	118	375	0.2771317829457364
eraese	1883	121	367	0.3333333333333333
eraese	1884	136	428	0.30385487528344673
eraese	1885	147	385	0.39156626506024095
eraese	1886	164	444	0.3552941176470588
eraese	1887	153	419	0.37915742793791574
eraese	1888	112	342	0.3181818181818182
eraese	1889	197	475	0.405
eraese	1890	154	450	0.37857142857142856
eraese	1891	138	455	0.2987951807228916
eraese	1892	189	462	0.4317073170731707
eraese	1893	128	288	0.47559591373439275
eraese	1894	137	318	0.44005847953216376
eraese	1895	125	314	0.41963015647226176
eraese	1896	174	348	0.5025996533795494
eraese	1897	136	347	0.42931034482758623
eraese	1898	149	344	0.4166666666666667
eraese	1899	156	341	0.47571189279731996
eraese	1900	226	476	0.47869674185463656
eraese	1901	146	383	0.37924151696606784
eraese	1902	255	547	0.4388888888888889
eraese	1903	223	433	0.47706422018348627
eraese	1904	201	384	0.5110220440881763
eraese	1905	188	414	0.4485776805251641
eraese	1906	202	435	0.4608294930875576
eraese	1907	226	424	0.5707865168539326
eraese	1908	255	575	0.4154727793696275
eraese	1909	175	357	0.5090252707581228
eraese	1910	283	599	0.4633431085043988
eraese	1911	216	449	0.4642857142857143
eraese	1912	255	505	0.5275590551181102
eraese	1913	276	528	0.5149051490514905
eraese	1914	273	502	0.5535248041775457
eraese	1915	270	473	0.6084788029925187
eraese	1916	352	631	0.5468277945619335
eraese	1917	321	572	0.5657142857142857
eraese	1918	338	542	0.6160220994475138
eraese	1919	383	712	0.5463258785942492
eraese	1920	330	677	0.540625
eraese	1921	378	665	0.56656346749226
eraese	1922	361	589	0.5813953488372093
eraese	1923	324	554	0.6022408963585434
eraese	1924	332	600	0.5882352941176471
eraese	1925	344	573	0.6342857142857142
eraese	1926	326	632	0.5498489425981873
eraese	1927	323	578	0.5603448275862069
eraese	1928	384	700	0.546031746031746
eraese	1929	480	867	0.5551724137931034
eraese	1930	487	843	0.6143344709897611
eraese	1931	376	804	0.47651006711409394
eraese	1932	302	603	0.5221238938053098
eraese	1933	481	759	0.6282894736842105
eraese	1934	400	751	0.5718954248366013
eraese	1935	474	824	0.5864406779661017
eraese	1936	508	828	0.6440677966101694
eraese	1937	518	826	0.5966101694915255
eraese	1938	718	1014	0.7292418772563177
eraese	1939	603	1020	0.6086956521739131
eraese	1940	609	968	0.5857142857142857
eraese	1941	601	915	0.6947368421052632
eraese	1942	782	1305	0.6168582375478927
eraese	1943	784	1270	0.6030534351145038
eraese	1944	769	1309	0.578544061302682
eraese	1945	996	1521	0.5905511811023622
eraese	1946	961	1540	0.691699604743083
eraese	1947	765	1287	0.5725190839694656
eraese	1948	923	1420	0.6108949416342413
eraese	1949	774	1247	0.6121673003802282
eraese	1950	951	1444	0.67578125
eraese	1951	745	1158	0.6417910447761194
eraese	1952	880	1443	0.625
eraese	1953	884	1319	0.676923076923077
eraese	1954	838	1443	0.5546875
eraese	1955	1079	1663	0.648
eraese	1956	1134	1669	0.748
eraese	1957	983	1670	0.572
eraese	1958	1006	1566	0.6428571428571429
eraese	1959	980	1471	0.6784313725490196
eraese	1960	1307	2032	0.6831275720164609
eraese	1961	1132	1727	0.5903614457831325
eraese	1962	1198	1946	0.5714285714285714
eraese	1963	1293	1953	0.6489795918367347
eraese	1964	1333	1957	0.6816326530612244
eraese	1965	1401	2196	0.6597510373443983
eraese	1966	1370	2060	0.6748971193415638
eraese	1967	1377	2050	0.6502057613168725
eraese	1968	1540	2270	0.6583333333333333
eraese	1969	1485	2163	0.71900826446281
eraese	1970	1518	2133	0.731404958677686
eraese	1971	1452	2072	0.6831275720164609
eraese	1972	1513	2145	0.6818181818181818
eraese	1973	1652	2408	0.7405857740585774
eraese	1974	1485	2131	0.7148760330578512
eraese	1975	1651	2347	0.6666666666666666
eraese	1976	1639	2277	0.725
eraese	1977	1761	2315	0.7875
eraese	1978	1626	2170	0.7520661157024794
eraese	1979	1655	2222	0.7551867219917012
eraese	1980	1816	2447	0.7656903765690377
eraese	1981	1899	2609	0.7426160337552743
eraese	1982	1750	2347	0.7083333333333334
eraese	1983	2022	2718	0.7245762711864406
eraese	1984	1757	2249	0.7551867219917012
eraese	1985	1814	2425	0.7573221757322176
eraese	1986	1962	2597	0.7805907172995781
eraese	1987	1915	2454	0.7656903765690377
