1AddAccentData	1700	3048.0	2697	0.476832350463353
1AddAccentData	1705	1345.0	2697	0.38512249443207125
1AddAccentData	1710	1351.0	2697	0.4957360029662588
1AddAccentData	1715	2277.0	2697	0.40748520145121253
1AddAccentData	1720	2933.0	2697	0.6228714263396344
1AddAccentData	1725	5483.0	2697	0.500702049985959
1AddAccentData	1730	7048.0	2697	0.35157759175788794
1AddAccentData	1735	9148.0	2697	0.4677522349936143
1AddAccentData	1740	8894.0	2697	0.4572880279453795
1AddAccentData	1745	12914.0	2697	0.6795527156549521
1AddAccentData	1750	16931.0	2697	0.6305435145048349
1AddAccentData	1755	24639.0	2697	0.8288409703504043
1AddAccentData	1760	29289.0	2697	0.4865343727852587
1AddAccentData	1765	112622.0	2697	0.6359985396129975
1AddAccentData	1770	157698.0	2697	0.7176858293665324
1AddAccentData	1775	219504.0	2697	0.7443056576047025
1AddAccentData	1780	254541.0	2697	0.7606617647058823
1AddAccentData	1785	466608.0	2697	0.7504614248800295
1AddAccentData	1790	531121.0	2697	0.8335179032853451
1AddAccentData	1795	501658.0	2697	0.855350553505535
1AddAccentData	1800	430672.0	2697	0.8683628318584071
1AddAccentData	1805	311454.0	2697	0.7864506627393225
1AddAccentData	1810	174749.0	2697	0.8507135016465422
3SSData	1780	23141.0	264	0.18490566037735848
3SSData	1785	23826.0	264	0.08679245283018867
3SSData	1790	6752.0	264	0.033962264150943396
3SSData	1795	4872.0	264	0.04150943396226415
3SSData	1800	7265.0	264	0.06415094339622641
3SSData	1805	1329.0	264	0.007547169811320755
